NAME,AREA_KM2,the_geom,NUMBER
Hillview,1.102185648181725,"MULTIPOLYGON (((-113.4391533570748 53.47434024833547, -113.43504451282261 53.474425710282404, -113.43425877132314 53.47441424329713, -113.43357542486746 53.47438828724074, -113.43231936433357 53.47427836656905, -113.43108614407697 53.47409859974896, -113.43025684787294 53.47394144369466, -113.42922474842395 53.47368581453995, -113.42847497033962 53.47345635843922, -113.42788388841504 53.4732531675023, -113.42731026249997 53.47303289014363, -113.42602092774892 53.47251150233969, -113.42503660566678 53.47214148900236, -113.42374354932889 53.471717859318815, -113.42191453360248 53.471214650067346, -113.4198780955191 53.470759009001256, -113.41862261954796 53.47049565222573, -113.41692584315885 53.47021628758664, -113.41593023069085 53.4701076246935, -113.41636775681287 53.469445885229604, -113.41675278382891 53.46899566039978, -113.41707311725982 53.468658144926394, -113.41748827940201 53.4683116720347, -113.41882932827585 53.46720677753387, -113.4191809417838 53.46688824620226, -113.41955013230042 53.46643793530682, -113.42004034651171 53.465717399354716, -113.42041710030767 53.4650551179464, -113.42448762841764 53.4653074312847, -113.42770916245746 53.46539792801083, -113.43201438908562 53.465480766200955, -113.43598937337443 53.4654520923927, -113.43721248019278 53.46812750385206, -113.43837266600062 53.47064771856449, -113.4386641685915 53.47147270462598, -113.43882136488368 53.47195704072364, -113.43899463321915 53.472660858919305, -113.43908597670632 53.47328508048968, -113.43914273775746 53.47386204521314, -113.4391533570748 53.47434024833547)))",6300
Idylwylde,0.664832905312606,"MULTIPOLYGON (((-113.44305610623567 53.522050679121065, -113.44305101686774 53.521165770335706, -113.44303229967059 53.52004631703279, -113.44303782575176 53.51916501883017, -113.44294176569153 53.51903125149583, -113.44295890459772 53.518211807418226, -113.4430640316771 53.51804429526166, -113.44905659975446 53.51804093152239, -113.45207909400843 53.51800369833092, -113.4551116550094 53.517998928608236, -113.4551612195249 53.520032229436644, -113.45517815249477 53.52214461123752, -113.45517629085282 53.52257387683466, -113.45525975753158 53.52285308094257, -113.45548361400674 53.52315274626157, -113.45747004052288 53.525256224072116, -113.45228933866663 53.52526090179944, -113.45180455243406 53.52518749701499, -113.4490892876126 53.52520048819149, -113.44290317735623 53.52522619419174, -113.44305579234856 53.52469263348187, -113.44305686170136 53.52332360165236, -113.44305365823551 53.522431085564605, -113.44305610623567 53.522050679121065)))",6320
Ottewell,2.584236919192931,"MULTIPOLYGON (((-113.4266181321168 53.53973176844809, -113.42630844931556 53.539837593341545, -113.42321193812741 53.54071521708648, -113.42106622266581 53.541175550051996, -113.41855372926436 53.54117588632793, -113.41854926947511 53.537448509155084, -113.41857607035378 53.533947455383085, -113.41861865452181 53.53034617963101, -113.41865551275087 53.52674765588014, -113.41861915112548 53.524769782847955, -113.4185836694407 53.52288360410472, -113.41859116063243 53.521394481712655, -113.41978674484172 53.52204290570866, -113.42057618145805 53.52236808009565, -113.42285606346124 53.523090782630604, -113.42492017408871 53.5237311473783, -113.42934727239204 53.5250329118878, -113.42986579459574 53.52513468197936, -113.43043583292105 53.525179360775745, -113.43147842182952 53.52519296288022, -113.4368226796142 53.525219388136314, -113.43985910206199 53.52523143210161, -113.44290317735623 53.52522619419174, -113.44287333374665 53.526854413943234, -113.44286671523311 53.52777153303551, -113.44288362779861 53.5305109954155, -113.44288556868214 53.53231095715914, -113.44290691425529 53.53398490645659, -113.442915577718 53.5353048642016, -113.44294021290264 53.5375329256864, -113.43780623427263 53.537513323985706, -113.43686144905816 53.5375100199553, -113.43322086295898 53.53754639576835, -113.43144209220509 53.537775281113746, -113.4301246452193 53.538146253235055, -113.42690408518119 53.53960436702088, -113.4266181321168 53.53973176844809)))",6550
York,1.188834252438453,"MULTIPOLYGON (((-113.42930360518905 53.60689611803747, -113.42567596887035 53.606890645566516, -113.42367066492281 53.606890904998366, -113.42281575158667 53.60688785857662, -113.41988914790257 53.60688397593324, -113.41762997156476 53.60691094105942, -113.4183859998353 53.60508050121137, -113.4185558832971 53.60439220768963, -113.4185107111145 53.603787683764146, -113.41825551970486 53.60340242453437, -113.41778125628659 53.602978593756745, -113.41690243269639 53.602334552980466, -113.41956000541973 53.60006173350326, -113.4211682013131 53.59877590339341, -113.42202769821853 53.599027299403986, -113.42348980963034 53.59938486266435, -113.42450901687415 53.59949898554447, -113.42634002216238 53.599514076299016, -113.43058459785972 53.599520676998864, -113.43515332970992 53.599505946710515, -113.4388475415604 53.59960877232711, -113.4429352160769 53.59965624208794, -113.44283392450546 53.60221019846539, -113.44280850323656 53.60484387506708, -113.44024576462726 53.60484827549193, -113.43882468810212 53.60484162025545, -113.43732508489542 53.60483885503693, -113.43528759233462 53.60483650647798, -113.43493127989782 53.60487157184509, -113.43459704473403 53.604938951099975, -113.43435004040775 53.605023593882215, -113.43251210125577 53.60597616185098, -113.4313914206266 53.60657875241313, -113.43106590133056 53.6067151211126, -113.43077496867897 53.606794188544, -113.43046505938295 53.60684730575964, -113.43003623403526 53.6068903742778, -113.42930360518905 53.60689611803747)))",2720
Callingwood South,0.772228218220011,"MULTIPOLYGON (((-113.6154465477172 53.50467212130093, -113.61543780673175 53.50047979288202, -113.61547488982035 53.497598388022915, -113.61764409275351 53.49757201369721, -113.61923229664893 53.4975037517701, -113.62102148767734 53.49735229248947, -113.62938927501912 53.49635763710404, -113.6302739164403 53.499379719503004, -113.63076734181074 53.50098027602612, -113.63116222886715 53.50302121034942, -113.62891463978215 53.503238494591606, -113.62728278621647 53.50347117037625, -113.6229928368636 53.50424009575358, -113.62116270699086 53.5044721216298, -113.61951713228467 53.50461216205124, -113.61837606334842 53.50465703147177, -113.6154465477172 53.50467212130093)))",4080
Empire Park,1.072123642675319,"MULTIPOLYGON (((-113.49896753541094 53.48824157223816, -113.49764796313069 53.4881536025164, -113.4949140490225 53.48813123362335, -113.49490857439255 53.48554659282421, -113.49493975580738 53.4838510165204, -113.49500371396938 53.483113735934054, -113.49555743594942 53.480471903466125, -113.4979690037503 53.48048714713465, -113.5002188470316 53.48060601651352, -113.5042704278956 53.48116933118531, -113.51122135742915 53.48236762579251, -113.51680958883685 53.483060974692144, -113.516721381774 53.48819938191556, -113.51400774413526 53.488214123057766, -113.51097124381693 53.48824921600958, -113.50794611205184 53.488254995560894, -113.50615268816881 53.48825812530082, -113.50437447507191 53.4882606255159, -113.50282395342033 53.48825118535007, -113.50032443653602 53.488248976888904, -113.49896753541094 53.48824157223816)))",5170
Beacon Heights,1.150205244570695,"MULTIPOLYGON (((-113.39992188491873 53.57671385997855, -113.39838658927124 53.576717297418035, -113.39692326952895 53.57673136913064, -113.39475273430045 53.576719625560074, -113.39475316764272 53.57662834835095, -113.39407538249912 53.576628652213934, -113.39408147864519 53.57509174450766, -113.3936873548676 53.57509164337016, -113.39369401940131 53.573542616547144, -113.39369790633246 53.57276679258133, -113.39370624991703 53.571915127218524, -113.39371166037986 53.570376834747556, -113.39687021389071 53.57037168477851, -113.39993675454527 53.57036869412627, -113.4014787102663 53.570365308540474, -113.40302246147493 53.570365746744685, -113.40455193652527 53.5703644517393, -113.40610264932108 53.57036230158646, -113.40762276918664 53.570347385280265, -113.40917392229568 53.570359925883835, -113.41071112115137 53.570358179469075, -113.41224790974044 53.57035573608294, -113.41378498498554 53.570354637148526, -113.41532532452025 53.570352175971905, -113.41685983863216 53.570350355662036, -113.41839446696432 53.57034991876624, -113.41838847510233 53.571893814060935, -113.41838621538118 53.573521735779025, -113.41838214264904 53.57507185790003, -113.41837913207414 53.57669916549746, -113.41684537105253 53.57669886500506, -113.41530850380967 53.576699137171026, -113.41377393816559 53.5767011905382, -113.41223560234364 53.57670238041788, -113.41069954526849 53.5767039405337, -113.40916407970204 53.576705682343885, -113.40762559488643 53.57670672520996, -113.40607010174988 53.57670819261421, -113.40453137846896 53.57671057437356, -113.40299548647708 53.57671134810852, -113.40145892993071 53.576712338187576, -113.39992188491873 53.57671385997855)))",2040
Aldergrove,1.490596722841473,"MULTIPOLYGON (((-113.6520890991738 53.519502308492804, -113.6520916193336 53.52111143856086, -113.65209209443198 53.521277898594555, -113.64911109313125 53.52135060359278, -113.6469984879831 53.52139511804335, -113.64409438391827 53.52146726927067, -113.63713234542486 53.52160251085894, -113.63358989727337 53.52152764535728, -113.63046868855547 53.52128898003492, -113.63059718026788 53.52012340076706, -113.6306375701082 53.519137792555625, -113.63058227635193 53.518359110539144, -113.63042877653201 53.517061127982, -113.63005406985744 53.514890873185266, -113.62990998825896 53.5121744289612, -113.65207270587237 53.51219538580904, -113.65207930744069 53.512655388006294, -113.65207897483477 53.51295756738312, -113.6520890991738 53.519502308492804)))",4020
Eastwood,1.131892244926464,"MULTIPOLYGON (((-113.45821461330615 53.57123014999371, -113.45907107635634 53.570480881185496, -113.45918654680122 53.57038098289161, -113.46092367644299 53.570385694152776, -113.46252571995166 53.57039254516441, -113.46402342304016 53.570398691638474, -113.46552698865285 53.57039898062141, -113.46730772889777 53.57039105856012, -113.46879650470126 53.57038898279979, -113.46907512180307 53.570387179394245, -113.4702937931423 53.570390788674935, -113.47084885108298 53.570390679047655, -113.47179208243215 53.570391622235675, -113.47262406031815 53.570389291869596, -113.47330189780415 53.57038956106677, -113.47440247254951 53.5703918148391, -113.47480165707005 53.57039135968955, -113.47618505625928 53.57038898733383, -113.47672940802691 53.57039151182584, -113.47795787776518 53.57039022251108, -113.47796032845561 53.571955144616034, -113.47795810816982 53.57354597795492, -113.47796481190589 53.575136358479604, -113.47796982562018 53.57672151785343, -113.4761905191395 53.576723960364845, -113.47441551061151 53.57672430372042, -113.47264060790602 53.57672554424577, -113.47263752140043 53.57829322995224, -113.4726340009975 53.579836248307004, -113.47263492953532 53.58131977083058, -113.47231222374458 53.58133283422059, -113.47173656416649 53.58139444008305, -113.4708502162594 53.581591778294055, -113.46994986299086 53.58182824613682, -113.46996357911601 53.581424636068185, -113.4692289911538 53.581421461982046, -113.46907869790306 53.58143901471141, -113.46731157749636 53.581394941144836, -113.4672961873865 53.579844490983284, -113.46730521405837 53.578286621406626, -113.46731084143151 53.57672605056298, -113.46550198664161 53.57672600600834, -113.46182083939698 53.57672633810911, -113.45997687534093 53.57672068776784, -113.45917537977829 53.576722367321416, -113.45998809558493 53.57514132970721, -113.45951589079183 53.575160397465204, -113.45802076299601 53.57516463765263, -113.45653277296645 53.57515748341183, -113.45652474905806 53.57356961097821, -113.45637314063644 53.57346396204593, -113.4556623021461 53.57346305836383, -113.45821461330615 53.57123014999371)))",1100
Rhatigan Ridge,1.344077714160235,"MULTIPOLYGON (((-113.60402676973521 53.476707708503746, -113.6054449603035 53.477369548583944, -113.60534184001573 53.477462138450065, -113.60454960029521 53.477808018536464, -113.60357280018407 53.47770341845867, -113.60348021027261 53.47770397861124, -113.60341676027785 53.477709338429946, -113.60288071005316 53.47773326860332, -113.60231636821626 53.47792851484636, -113.60136683119592 53.47825790498776, -113.60091100848379 53.47823496780187, -113.60075610230683 53.478263134987294, -113.6005457986168 53.478405558484525, -113.59984757061339 53.478583284748645, -113.59933651831507 53.47865786053152, -113.59873980587363 53.47869037799297, -113.59577008343553 53.47874912177066, -113.59356879848136 53.47879294603746, -113.59329796610305 53.478787407728184, -113.59304658821752 53.478762404449235, -113.59288323295276 53.4790146223763, -113.59272435048409 53.47914741957051, -113.59251921490069 53.479238714595745, -113.59237867191244 53.4792573321719, -113.5917183397433 53.47943859962308, -113.5917183941014 53.479466025301285, -113.59141739739961 53.479610960289676, -113.59034290229741 53.479905939969555, -113.59020567448101 53.47994555573094, -113.59020373980886 53.48013406258481, -113.58961910098776 53.48022520708474, -113.58969890278843 53.4803560739165, -113.58886688851362 53.48053661243243, -113.58887027965487 53.47998893019725, -113.58675016035762 53.47923943432806, -113.58387105118133 53.47724405980911, -113.58366103078446 53.47712296112183, -113.58304390621446 53.47746936415045, -113.58208340206758 53.47811837643874, -113.58122062299164 53.477835003137635, -113.5802694075762 53.47762786740806, -113.57885346195609 53.477372339891616, -113.57819308902509 53.47723903944924, -113.57731758386272 53.47702166179761, -113.57502329405588 53.47639238597823, -113.5815223064032 53.46847567850746, -113.58463688066372 53.469217579484535, -113.58921310035524 53.470308335252646, -113.59085501581967 53.470737980868044, -113.5922171459982 53.4711967165105, -113.59404439396152 53.472098848446144, -113.59851872878765 53.47448089402831, -113.60096923981689 53.475776501913245, -113.60271884521967 53.475775041674545, -113.60275309011979 53.47578519836803, -113.60298397003822 53.475786398403415, -113.60326765041071 53.47605881827756, -113.60334468985819 53.47611281832999, -113.60364182028864 53.476216168466145, -113.60381749995088 53.47644021844804, -113.60402676973521 53.476707708503746)))",5350
